bfs_nr,municipality_name,canton_code,snapshot_year,population_2019,density_per_km2_2019,area_km2,annual_potential_gwh,estimated_potential_kw,current_total_kw,pv_utilization_score_pct_current,untapped_potential_kw_current
1086,Grosswangen,LU,2026,3249,164.923858,19.7,46.95,42681.8182,11690.38,27.389602,30991.4382
1088,Hildisrieden,LU,2026,2343,332.8125,7.04,26.14,23763.6364,5896.72,24.814047,17866.9164
1089,Knutwil,LU,2026,2275,233.572895,9.74,27.73,25209.0909,2455.72,9.741406,22753.3709
1091,Mauensee,LU,2026,1460,202.216067,7.22,14.98,13618.1818,1269.24,9.320187,12348.9418
1093,Neuenkirch,LU,2026,7163,281.122449,25.48,60.43,54936.3636,7280.74,13.253043,47655.6236
1094,Nottwil,LU,2026,3965,383.833495,10.33,33.1,30090.9091,7579.07,25.187242,22511.8391
1095,Oberkirch,LU,2026,4794,526.813187,9.1,38.13,34663.6364,8126.37,23.443501,26537.2664
1097,Rickenbach (LU),LU,2026,3398,286.751055,11.85,40.44,36763.6364,7457.17,20.284092,29306.4664
1098,Ruswil,LU,2026,7046,155.712707,45.25,87.58,79618.1818,19941.96,25.046992,59676.2218
1099,Schenkon,LU,2026,3024,448.664688,6.74,25.86,23509.0909,4224.9,17.971346,19284.1909
1100,Schlierbach,LU,2026,921,128.451883,7.17,12.12,11018.1818,1816.18,16.483482,9202.0018
1102,Sempach,LU,2026,4208,472.278339,8.91,33.36,30327.2727,7980.98,26.316181,22346.2927
1103,Sursee,LU,2026,10195,1748.713551,5.83,87.08,79163.6364,16638.33,21.017642,62525.3064
1104,Triengen,LU,2026,4640,210.049796,22.09,60.04,54581.8182,7366.18,13.495666,47215.6382
1107,Wolhusen,LU,2026,4308,301.469559,14.29,30.07,27336.3636,9523.75,34.839125,17812.6136
1121,Alberswil,LU,2026,659,186.158192,3.54,9.56,8690.9091,1664.56,19.152887,7026.3491
1122,Altbüron,LU,2026,1012,149.925926,6.75,16.45,14954.5455,3953.14,26.434371,11001.4055
1123,Altishofen,LU,2026,1959,136.801676,14.32,36.69,33354.5455,6919.31,20.744729,26435.2355
1125,Dagmersellen,LU,2026,5608,234.939254,23.87,69.55,63227.2727,11375.07,17.990765,51852.2027
1127,Egolzwil,LU,2026,1514,362.200957,4.18,19.3,17545.4545,3977.4,22.669119,13568.0545
1128,Ettiswil,LU,2026,2730,217.011129,12.58,31.29,28445.4545,3278.49,11.525532,25166.9645
1129,Fischbach,LU,2026,700,86.956522,8.05,11.73,10663.6364,1342.42,12.588764,9321.2164
1131,Grossdietwil,LU,2026,854,83.72549,10.2,15.54,14127.2727,1841.92,13.038044,12285.3527
1132,Hergiswil bei Willisau,LU,2026,1905,60.784939,31.34,25.94,23581.8182,232.55,0.986141,23349.2682
1135,Luthern,LU,2026,1238,32.786017,37.76,23.74,21581.8182,2564.65,11.883382,19017.1682
1136,Menznau,LU,2026,2888,95.187871,30.34,46.79,42536.3636,7574.86,17.807963,34961.5036
1137,Nebikon,LU,2026,2695,722.520107,3.73,27.56,25054.5455,6450.07,25.744111,18604.4755
1139,Pfaffnau,LU,2026,2665,150.735294,17.68,39.6,36000.0,3961.24,11.003444,32038.76
1140,Reiden,LU,2026,7186,265.852756,27.03,77.93,70845.4545,9735.18,13.741432,61110.2745
1142,Roggliswil,LU,2026,698,112.399356,6.21,10.72,9745.4545,1387.7,14.239459,8357.7545
1143,Schötz,LU,2026,4530,296.660118,15.27,47.14,42854.5455,7200.59,16.802395,35653.9555
1145,Ufhusen,LU,2026,888,72.727273,12.21,17.61,16009.0909,3295.44,20.584804,12713.6509
1146,Wauwil,LU,2026,2261,763.851351,2.96,20.34,18490.9091,5761.5,31.158555,12729.4091
1147,Wikon,LU,2026,1520,183.574879,8.28,26.83,24390.9091,2124.8,8.711442,22266.1091
1150,Zell (LU),LU,2026,2097,150.754853,13.91,32.1,29181.8182,4140.49,14.188595,25041.3282
1151,Willisau,LU,2026,8970,189.961881,47.22,102.38,93072.7273,19147.64,20.572772,73925.0873
1201,Altdorf (UR),UR,2026,9537,934.084231,10.21,52.53,47754.5455,8442.32,17.678568,39312.2255
1202,Andermatt,UR,2026,1433,23.016383,62.26,23.11,21009.0909,126.97,0.604357,20882.1209
1203,Attinghausen,UR,2026,1750,37.32139,46.89,10.09,9172.7273,1045.12,11.393776,8127.6073
1205,Bürglen (UR),UR,2026,3995,75.292122,53.06,28.85,26227.2727,1775.55,6.769861,24451.7227
1206,Erstfeld,UR,2026,3845,65.070232,59.09,18.89,17172.7273,3763.68,21.916612,13409.0473
1207,Flüelen,UR,2026,1961,158.400646,12.38,10.37,9427.2727,943.22,10.005227,8484.0527
1208,Göschenen,UR,2026,431,4.138262,104.15,4.75,4318.1818,63.71,1.475389,4254.4718
1209,Gurtnellen,UR,2026,528,6.337775,83.31,6.16,5600.0,164.89,2.944464,5435.11
1210,Hospental,UR,2026,180,5.119454,35.16,5.4,4909.0909,167.53,3.412648,4741.5609
1211,Isenthal,UR,2026,474,7.774315,60.97,4.07,3700.0,53.04,1.433514,3646.96
1212,Realp,UR,2026,150,1.92604,77.88,5.19,4718.1818,118.62,2.514104,4599.5618
1213,Schattdorf,UR,2026,5413,331.475811,16.33,39.43,35845.4545,6705.99,18.708062,29139.4645
1214,Seedorf (UR),UR,2026,2051,106.379668,19.28,10.91,9918.1818,1282.53,12.9311,8635.6518
1215,Seelisberg,UR,2026,678,51.015801,13.29,7.36,6690.9091,747.55,11.172622,5943.3591
1216,Silenen,UR,2026,1957,13.51706,144.78,12.74,11581.8182,867.11,7.486821,10714.7082
1217,Sisikon,UR,2026,383,23.26853,16.46,2.12,1927.2727,196.26,10.183302,1731.0127
1218,Spiringen,UR,2026,830,12.832406,64.68,14.48,13163.6364,381.95,2.901554,12781.6864
1219,Unterschächen,UR,2026,702,8.744395,80.28,10.24,9309.0909,124.96,1.342344,9184.1309
1220,Wassen,UR,2026,405,4.180429,96.88,5.21,4736.3636,63.12,1.332668,4673.2436
1301,Einsiedeln,SZ,2026,16106,162.801981,98.93,126.14,114672.7273,10341.72,9.018465,104331.0073
1311,Gersau,SZ,2026,2326,162.090592,14.35,15.2,13818.1818,1627.92,11.781,12190.2618
1321,Feusisberg,SZ,2026,5350,305.714286,17.5,34.56,31418.1818,2180.61,6.940599,29237.5718
1322,Freienbach,SZ,2026,16506,1196.086957,13.8,80.7,73363.6364,1677.2,2.286146,71686.4364
1323,Wollerau,SZ,2026,7299,1158.571429,6.3,33.91,30827.2727,4102.94,13.309449,26724.3327
1331,Küssnacht (SZ),SZ,2026,13300,452.843037,29.37,91.48,83163.6364,10603.51,12.750176,72560.1264
1341,Altendorf,SZ,2026,7059,345.859873,20.41,45.53,41390.9091,5962.64,14.405675,35428.2691
1342,Galgenen,SZ,2026,5227,393.896006,13.27,34.43,31300.0,4725.13,15.096262,26574.87
1343,Innerthal,SZ,2026,177,3.530116,50.14,2.95,2681.8182,244.97,9.134475,2436.8482
1344,Lachen,SZ,2026,8883,3655.555556,2.43,37.9,34454.5455,2953.44,8.571989,31501.1055
1345,Reichenburg,SZ,2026,3825,331.168831,11.55,26.68,24254.5455,6875.82,28.348583,17378.7255
1346,Schübelbach,SZ,2026,9190,316.787315,29.01,48.0,43636.3636,2306.5,5.285729,41329.8636
1347,Tuggen,SZ,2026,3293,243.925926,13.5,34.5,31363.6364,5305.38,16.915704,26058.2564
1348,Vorderthal,SZ,2026,992,35.466571,27.97,9.43,8572.7273,962.97,11.232948,7609.7573
1349,Wangen (SZ),SZ,2026,5150,608.747045,8.46,39.13,35572.7273,7325.96,20.594316,28246.7673
1361,Alpthal,SZ,2026,621,27.141608,22.88,6.72,6109.0909,646.07,10.575551,5463.0209
1362,Arth,SZ,2026,12154,289.243218,42.02,63.99,58172.7273,8580.38,14.749833,49592.3473
1363,Illgau,SZ,2026,797,72.718978,10.96,6.42,5836.3636,619.18,10.609003,5217.1836
1364,Ingenbohl,SZ,2026,8952,668.059701,13.4,46.92,42654.5455,7779.39,18.238127,34875.1555
1365,Lauerz,SZ,2026,1114,121.218716,9.19,6.94,6309.0909,1047.08,16.596369,5262.0109
1366,Morschach,SZ,2026,1148,55.086372,20.84,12.89,11718.1818,716.42,6.113747,11001.7618
1367,Muotathal,SZ,2026,3486,20.250959,172.14,28.46,25872.7273,3784.24,14.626367,22088.4873
1368,Oberiberg,SZ,2026,870,26.22852,33.17,11.81,10736.3636,1193.4,11.115495,9542.9636
1369,Riemenstalden,SZ,2026,86,7.678571,11.2,1.31,1190.9091,83.98,7.051756,1106.9291
1370,Rothenthurm,SZ,2026,2460,108.131868,22.75,23.97,21790.9091,3323.07,15.2498,18467.8391
1371,Sattel,SZ,2026,1925,110.695802,17.39,18.75,17045.4545,1915.57,11.238011,15129.8845
1372,Schwyz,SZ,2026,15239,286.555096,53.18,116.34,105763.6364,4717.81,4.460711,101045.8264
1373,Steinen,SZ,2026,3608,304.472574,11.85,25.79,23445.4545,4381.83,18.689465,19063.6245
1374,Steinerberg,SZ,2026,939,135.693642,6.92,8.93,8118.1818,1324.77,16.318555,6793.4118
1375,Unteriberg,SZ,2026,2398,51.647642,46.43,20.26,18418.1818,1057.61,5.742206,17360.5718
1401,Alpnach,OW,2026,6053,112.551134,53.78,51.95,47227.2727,7102.03,15.037985,40125.2427
1402,Engelberg,OW,2026,4186,55.910244,74.87,35.94,32672.7273,2070.84,6.33813,30601.8873
1403,Giswil,OW,2026,3657,42.567804,85.91,41.72,37927.2727,5251.53,13.846316,32675.7427
1404,Kerns,OW,2026,6295,67.995247,92.58,54.59,49627.2727,5303.72,10.687108,44323.5527
1405,Lungern,OW,2026,2111,45.427157,46.47,23.01,20918.1818,2608.08,12.468005,18310.1018
1406,Sachseln,OW,2026,5170,95.936166,53.89,37.24,33854.5455,4621.85,13.652081,29232.6955
1407,Sarnen,OW,2026,10458,143.025164,73.12,94.03,85481.8182,6331.49,7.406827,79150.3282
1501,Beckenried,NW,2026,3697,152.453608,24.25,15.14,13763.6364,1728.49,12.558382,12035.1464
1502,Buochs,NW,2026,5285,530.62249,9.96,30.26,27509.0909,7300.07,26.536937,20209.0209
1503,Dallenwil,NW,2026,1832,118.422754,15.47,14.56,13236.3636,1277.8,9.653709,11958.5636
1504,Emmetten,NW,2026,1440,57.784912,24.92,7.56,6872.7273,569.56,8.287249,6303.1673
1505,Ennetbürgen,NW,2026,4779,512.76824,9.32,29.36,26690.9091,2803.41,10.503239,23887.4991
1506,Ennetmoos,NW,2026,2199,156.289979,14.07,16.74,15218.1818,3260.7,21.426344,11957.4818
1507,Hergiswil (NW),NW,2026,5776,403.916084,14.3,20.51,18645.4545,2150.11,11.53155,16495.3445
1508,Oberdorf (NW),NW,2026,3114,192.222222,16.2,22.68,20618.1818,2179.36,10.570088,18438.8218
1509,Stans,NW,2026,8254,744.945848,11.08,54.47,49518.1818,8729.46,17.628798,40788.7218
1510,Stansstad,NW,2026,4624,509.812569,9.07,19.49,17718.1818,2927.79,16.524212,14790.3918
1511,Wolfenschiessen,NW,2026,2087,22.513484,92.7,15.04,13672.7273,957.93,7.006137,12714.7973
1630,Glarus Nord,GL,2026,18626,126.716103,146.99,147.22,133836.3636,3404.55,2.543815,130431.8136
1631,Glarus Süd,GL,2026,9453,21.982187,430.03,107.22,97472.7273,0.0,0.0,97472.7273
1632,Glarus,GL,2026,12511,120.669367,103.68,75.31,68463.6364,3224.52,4.709829,65239.1164
1701,Baar,ZG,2026,24617,990.623743,24.85,131.9,119909.0909,21857.77,18.228618,98051.3209
1702,Cham,ZG,2026,16893,952.791878,17.73,88.46,80418.1818,12919.88,16.065869,67498.3018
1703,Hünenberg,ZG,2026,8784,477.131994,18.41,62.3,56636.3636,10951.44,19.336411,45684.9236
1704,Menzingen,ZG,2026,4551,165.430753,27.51,41.74,37945.4545,3881.31,10.228656,34064.1445
1705,Neuheim,ZG,2026,2237,282.093317,7.93,19.19,17445.4545,1818.83,10.42581,15626.6245
1706,Oberägeri,ZG,2026,6244,207.856192,30.04,43.73,39754.5455,3808.47,9.579961,35946.0755
1707,Risch,ZG,2026,10990,739.569314,14.86,64.62,58745.4545,452.51,0.770289,58292.9445
1708,Steinhausen,ZG,2026,10129,2009.722222,5.04,48.58,44163.6364,9169.83,20.763304,34993.8064
1709,Unterägeri,ZG,2026,8868,346.135831,25.62,47.88,43527.2727,6094.06,14.000556,37433.2127
1710,Walchwil,ZG,2026,3711,274.07681,13.54,21.08,19163.6364,2557.74,13.346841,16605.8964
1711,Zug,ZG,2026,30618,1415.533981,21.63,119.86,108963.6364,16164.73,14.834977,92798.9064
2008,Châtillon (FR),FR,2026,484,372.307692,1.3,4.05,3681.8182,753.41,20.462988,2928.4082
2011,Cugy (FR),FR,2026,1767,178.846154,9.88,22.18,20163.6364,3921.22,19.446988,16242.4164
2016,Fétigny,FR,2026,1068,260.487805,4.1,10.81,9827.2727,3135.96,31.910786,6691.3127
2022,Gletterens,FR,2026,1097,425.193798,2.58,13.23,12027.2727,1429.51,11.885571,10597.7627
2025,Lully (FR),FR,2026,1178,214.181818,5.5,10.3,9363.6364,984.68,10.516,8378.9564
2027,Ménières,FR,2026,437,99.771689,4.38,7.94,7218.1818,635.75,8.80762,6582.4318
2029,Montagny (FR),FR,2026,2677,152.622577,17.54,28.61,26009.0909,15.92,0.061209,25993.1709
2035,Nuvilly,FR,2026,446,112.060301,3.98,7.13,6481.8182,970.21,14.968177,5511.6082
2038,Prévondavaux,FR,2026,72,39.56044,1.82,1.35,1227.2727,108.49,8.839926,1118.7827
2041,Saint-Aubin (FR),FR,2026,1835,232.572877,7.89,24.45,22227.2727,6138.92,27.618863,16088.3527
2043,Sévaz,FR,2026,304,121.6,2.5,12.39,11263.6364,4878.22,43.309459,6385.4164
2044,Surpierre,FR,2026,1115,75.337838,14.8,18.74,17036.3636,525.1,3.082231,16511.2636
2045,Vallon,FR,2026,455,129.62963,3.51,6.1,5545.4545,1091.86,19.689279,4453.5945
2050,Les Montets,FR,2026,1520,147.859922,10.28,20.08,18254.5455,538.97,2.952525,17715.5755
2051,Delley-Portalban,FR,2026,1173,169.75398,6.91,14.91,13554.5455,37.69,0.278062,13516.8555
2053,Belmont-Broye,FR,2026,5559,215.548662,25.79,73.67,66972.7273,5579.76,8.331391,61392.9673
2054,Estavayer,FR,2026,9762,243.32004,40.12,101.64,92400.0,7444.01,8.056288,84955.99
2055,Cheyres-Châbles,FR,2026,2317,238.129496,9.73,24.39,22172.7273,1698.68,7.661123,20474.0473
2061,Auboranges,FR,2026,282,146.11399,1.93,4.26,3872.7273,441.57,11.402042,3431.1573
2063,Billens-Hennens,FR,2026,786,160.736196,4.89,10.03,9118.1818,25.8,0.282951,9092.3818
2066,Chapelle (Glâne),FR,2026,302,149.504951,2.02,3.6,3272.7273,407.11,12.439472,2865.6173
2067,Le Châtelard,FR,2026,364,48.598131,7.49,8.77,7972.7273,129.39,1.622908,7843.3373
2068,Châtonnaye,FR,2026,830,131.537242,6.31,10.57,9609.0909,1488.68,15.492412,8120.4109
2072,Ecublens (FR),FR,2026,335,68.647541,4.88,7.17,6518.1818,712.41,10.929582,5805.7718
2079,Grangettes,FR,2026,222,67.069486,3.31,3.99,3627.2727,14.2,0.391479,3613.0727
2086,Massonnens,FR,2026,533,124.242424,4.29,8.32,7563.6364,1544.82,20.424303,6018.8164
2087,Mézières (FR),FR,2026,1044,116.909295,8.93,15.42,14018.1818,1756.15,12.527659,12262.0318
2089,Montet (Glâne),FR,2026,394,179.090909,2.2,4.25,3863.6364,544.56,14.094494,3319.0764
2096,Romont (FR),FR,2026,5366,492.745638,10.89,62.59,56900.0,8793.12,15.453638,48106.88
2097,Rue,FR,2026,1524,136.071429,11.2,22.18,20163.6364,1444.99,7.166317,18718.6464
2099,Siviriez,FR,2026,2281,112.475345,20.28,38.55,35045.4545,2694.69,7.689128,32350.7645
2102,Ursy,FR,2026,3271,219.089082,14.93,33.96,30872.7273,3195.34,10.350041,27677.3873
2113,Vuisternens-devant-Romont,FR,2026,2330,97.042899,24.01,42.98,39072.7273,1549.0,3.964402,37523.7273
2114,Villorsonnens,FR,2026,1498,96.770026,15.48,25.23,22936.3636,138.4,0.603409,22797.9636
2115,Torny,FR,2026,973,95.67355,10.17,13.73,12481.8182,9.88,0.079155,12471.9382
2117,Villaz,FR,2026,2303,149.158031,15.44,30.1,27363.6364,0.0,0.0,27363.6364
2121,Haut-Intyamon,FR,2026,1559,25.866932,60.27,25.35,23045.4545,3.6,0.015621,23041.8545
2122,Pont-en-Ogoz,FR,2026,1920,188.976378,10.16,23.53,21390.9091,0.0,0.0,21390.9091
2123,Botterens,FR,2026,616,144.262295,4.27,5.64,5127.2727,1496.97,29.196223,3630.3027
2124,Broc,FR,2026,2627,261.914257,10.03,19.0,17272.7273,1252.13,7.249174,16020.5973
2125,Bulle,FR,2026,23871,1000.461023,23.86,161.83,147118.1818,29834.83,20.279499,117283.3518
2128,Châtel-sur-Montsalvens,FR,2026,295,145.320197,2.03,3.26,2963.6364,298.58,10.074785,2665.0564
2129,Corbières,FR,2026,908,94.288681,9.63,11.53,10481.8182,859.22,8.197242,9622.5982
2130,Crésuz,FR,2026,398,222.346369,1.79,5.36,4872.7273,403.57,8.28222,4469.1573
2131,Echarlens,FR,2026,829,178.27957,4.65,9.76,8872.7273,1361.19,15.341281,7511.5373
2134,Grandvillard,FR,2026,847,34.827303,24.32,12.83,11663.6364,1588.78,13.621652,10074.8564
2135,Gruyères,FR,2026,2212,77.777778,28.44,25.21,22918.1818,126.67,0.552705,22791.5118
2137,Hauteville,FR,2026,681,64.549763,10.55,8.39,7627.2727,786.62,10.313254,6840.6527
2138,Jaun,FR,2026,643,11.646441,55.21,13.9,12636.3636,399.8,3.163885,12236.5636
2140,Marsens,FR,2026,1959,249.55414,7.85,22.13,20118.1818,2443.03,12.143394,17675.1518
2143,Morlon,FR,2026,638,242.585551,2.63,4.73,4300.0,750.01,17.442093,3549.99
2145,Le Pâquier (FR),FR,2026,1336,297.550111,4.49,12.01,10918.1818,66.13,0.605687,10852.0518
2147,Pont-la-Ville,FR,2026,595,136.46789,4.36,8.28,7527.2727,768.73,10.212597,6758.5427
2148,Riaz,FR,2026,2791,359.664948,7.76,23.64,21490.9091,2681.72,12.478393,18809.1891
2149,La Roche,FR,2026,1744,72.485453,24.06,21.35,19409.0909,2960.12,15.251204,16448.9709
2152,Sâles,FR,2026,1441,76.567481,18.82,30.73,27936.3636,561.77,2.010892,27374.5936
2153,Sorens,FR,2026,1119,128.473019,8.71,18.57,16881.8182,1719.04,10.182789,15162.7782
2155,Vaulruz,FR,2026,1071,106.039604,10.1,17.47,15881.8182,2292.77,14.436445,13589.0482
2160,Vuadens,FR,2026,2435,233.014354,10.45,32.73,29754.5455,4877.59,16.392756,24876.9555
2162,Bas-Intyamon,FR,2026,1549,46.460708,33.34,19.36,17600.0,0.0,0.0,17600.0
2163,Val-de-Charmey,FR,2026,2538,22.64656,112.07,37.05,33681.8182,24.57,0.072947,33657.2482
2173,Autigny,FR,2026,796,127.974277,6.22,10.76,9781.8182,1350.85,13.809805,8430.9682
2174,Avry,FR,2026,1925,330.188679,5.83,28.45,25863.6364,136.7,0.528541,25726.9364
2175,Belfaux,FR,2026,3280,369.369369,8.88,23.96,21781.8182,2406.9,11.050042,19374.9182
2177,Chénens,FR,2026,842,213.705584,3.94,9.12,8290.9091,1613.16,19.456974,6677.7491
2183,Corminboeuf,FR,2026,2717,375.795297,7.23,24.83,22572.7273,5037.71,22.317684,17535.0173
2186,Cottens (FR),FR,2026,1504,302.615694,4.97,14.97,13609.0909,2833.29,20.819098,10775.8009
2194,Ferpicloz,FR,2026,266,260.784314,1.02,3.3,3000.0,376.15,12.538333,2623.85
2196,Fribourg,FR,2026,38197,4116.056034,9.28,136.94,124490.9091,10255.65,8.238071,114235.2591
2197,Givisiez,FR,2026,3177,918.208093,3.46,41.31,37554.5455,8112.37,21.601566,29442.1755
2198,Granges-Paccot,FR,2026,3773,945.614035,3.99,32.86,29872.7273,3739.4,12.517772,26133.3273
2200,Grolley,FR,2026,1972,369.288389,5.34,21.48,19527.2727,3060.04,15.670596,16467.2327
2206,Marly,FR,2026,8138,1054.145078,7.72,51.8,47090.9091,7973.35,16.931824,39117.5591
2208,Matran,FR,2026,1543,530.24055,2.91,23.19,21081.8182,6289.53,29.833907,14792.2882
2211,Neyruz (FR),FR,2026,2664,481.735986,5.53,17.43,15845.4545,3051.29,19.256563,12794.1645
2216,Pierrafortscha,FR,2026,160,31.620553,5.06,4.84,4400.0,702.88,15.974545,3697.12
2217,Ponthaux,FR,2026,750,126.903553,5.91,8.74,7945.4545,1102.38,13.874348,6843.0745
2220,Le Mouret,FR,2026,3135,168.911638,18.56,36.28,32981.8182,2236.0,6.779493,30745.8182
2226,Treyvaux,FR,2026,1483,130.087719,11.4,20.37,18518.1818,2379.68,12.850506,16138.5018
2228,Villars-sur-Glâne,FR,2026,12228,2231.386861,5.48,60.94,55400.0,6927.35,12.504242,48472.65
2230,Villarsel-sur-Marly,FR,2026,72,51.798561,1.39,1.8,1636.3636,25.3,1.546111,1611.0636
2233,Hauterive (FR),FR,2026,2531,211.44528,11.97,31.86,28963.6364,11.44,0.039498,28952.1964
2234,La Brillaz,FR,2026,2052,199.030068,10.31,19.74,17945.4545,0.0,0.0,17945.4545
2235,La Sonnaz,FR,2026,1173,168.534483,6.96,12.74,11581.8182,0.0,0.0,11581.8182
2236,Gibloux,FR,2026,7606,210.926234,36.06,82.31,74827.2727,0.0,0.0,74827.2727
2237,Prez,FR,2026,2246,140.024938,16.04,27.99,25445.4545,0.0,0.0,25445.4545
2238,Bois-d'Amont,FR,2026,2273,185.09772,12.28,24.09,21900.0,0.0,0.0,21900.0
2250,Courgevaux,FR,2026,1428,422.485207,3.38,11.42,10381.8182,1504.15,14.48831,8877.6682
2254,Courtepin,FR,2026,5468,249.908592,21.88,52.72,47927.2727,4871.3,10.163942,43055.9727
2257,Cressier (FR),FR,2026,1003,240.527578,4.17,12.47,11336.3636,2519.8,22.227586,8816.5636
2258,Fräschels,FR,2026,454,145.980707,3.11,10.28,9345.4545,912.03,9.759076,8433.4245
2261,Greng,FR,2026,173,180.208333,0.96,2.54,2309.0909,120.23,5.206811,2188.8609
2262,Gurmels,FR,2026,4404,253.979239,17.34,47.06,42781.8182,2370.42,5.540718,40411.3982
2265,Kerzers,FR,2026,5029,409.527687,12.28,63.13,57390.9091,8211.5,14.308015,49179.4091
2266,Kleinbösingen,FR,2026,702,232.450331,3.02,6.5,5909.0909,928.12,15.706646,4980.9709
2271,Meyriez,FR,2026,573,1685.294118,0.34,4.24,3854.5455,975.71,25.313231,2878.8355
2272,Misery-Courtion,FR,2026,2116,185.940246,11.38,21.21,19281.8182,37.19,0.192876,19244.6282
2274,Muntelier,FR,2026,954,867.272727,1.1,8.93,8118.1818,1168.48,14.393371,6949.7018
2275,Murten,FR,2026,8259,334.37247,24.7,88.86,80781.8182,8048.23,9.962923,72733.5882
2276,Ried bei Kerzers,FR,2026,1160,153.642384,7.55,47.66,43327.2727,1315.46,3.036102,42011.8127
2278,Ulmiz,FR,2026,449,158.098591,2.84,6.33,5754.5455,514.12,8.934155,5240.4255
2284,Mont-Vully,FR,2026,4015,229.297544,17.51,51.99,47263.6364,2777.4,5.876399,44486.2364
2292,Brünisried,FR,2026,653,200.923077,3.25,8.24,7490.9091,889.46,11.873859,6601.4491
2293,Düdingen,FR,2026,8181,265.962289,30.76,86.94,79036.3636,10037.74,12.700154,68998.6236
2294,Giffers,FR,2026,1638,313.793103,5.22,15.41,14009.0909,1681.35,12.001849,12327.7409
2295,Bösingen,FR,2026,3409,237.892533,14.33,38.3,34818.1818,5430.46,15.596621,29387.7218
2296,Heitenried,FR,2026,1402,153.559693,9.13,17.58,15981.8182,2916.71,18.250176,13065.1082
2299,Plaffeien,FR,2026,3621,54.426574,66.53,49.58,45072.7273,1781.71,3.952967,43291.0173
2300,Plasselb,FR,2026,1013,55.781938,18.16,12.43,11300.0,1042.96,9.229735,10257.04
2301,Rechthalten,FR,2026,1108,151.573187,7.31,15.08,13709.0909,1557.78,11.363117,12151.3109
2303,St. Silvester,FR,2026,971,137.926136,7.04,11.51,10463.6364,1059.06,10.121338,9404.5764
2304,St. Ursen,FR,2026,1345,85.559796,15.72,23.48,21345.4545,2260.6,10.590545,19084.8545
2305,Schmitten (FR),FR,2026,4037,299.037037,13.5,44.25,40227.2727,4293.69,10.67358,35933.5827
2306,Tafers,FR,2026,7639,184.740024,41.35,91.68,83345.4545,4205.39,5.045734,79140.0645
2307,Tentlingen,FR,2026,1338,370.637119,3.61,13.29,12081.8182,1466.05,12.134349,10615.7682
2308,Ueberstorf,FR,2026,2379,147.672253,16.11,28.65,26045.4545,2790.7,10.714729,23254.7545
2309,Wünnewil-Flamatt,FR,2026,5569,419.668425,13.27,44.53,40481.8182,3727.65,9.208208,36754.1682
2321,Attalens,FR,2026,3562,365.708419,9.74,30.15,27409.0909,3706.03,13.521171,23703.0609
2323,Bossonnens,FR,2026,1512,366.990291,4.12,14.49,13172.7273,2436.46,18.496246,10736.2673
2325,Châtel-Saint-Denis,FR,2026,7216,150.55289,47.93,70.32,63927.2727,10805.64,16.90302,53121.6327
2328,Granges (Veveyse),FR,2026,864,193.721973,4.46,11.85,10772.7273,3212.84,29.823831,7559.8873
2333,Remaufens,FR,2026,1152,194.923858,5.91,11.23,10209.0909,1089.66,10.673428,9119.4309
2335,Saint-Martin (FR),FR,2026,1028,105.112474,9.78,16.09,14627.2727,1055.01,7.212623,13572.2627
2336,Semsales,FR,2026,1435,48.876022,29.36,20.71,18827.2727,3541.18,18.808778,15286.0927
2337,Le Flon,FR,2026,1201,125.496343,9.57,15.81,14372.7273,0.0,0.0,14372.7273
2338,La Verrerie,FR,2026,1254,93.373045,13.43,21.56,19600.0,1707.09,8.709643,17892.91
2401,Egerkingen,SO,2026,3793,545.755396,6.95,40.06,36418.1818,2756.39,7.568719,33661.7918
2402,Härkingen,SO,2026,1638,297.277677,5.51,34.45,31318.1818,4920.67,15.711864,26397.5118
2403,Kestenholz,SO,2026,1829,212.922002,8.59,20.26,18418.1818,3722.89,20.213124,14695.2918
2404,Neuendorf,SO,2026,2246,314.565826,7.14,47.59,43263.6364,13056.7,30.179386,30206.9364
2405,Niederbuchsiten,SO,2026,1246,226.958106,5.49,13.5,12272.7273,1881.27,15.328867,10391.4573
2406,Oberbuchsiten,SO,2026,2282,243.024494,9.39,23.37,21245.4545,3798.31,17.878224,17447.1445
2407,Oensingen,SO,2026,6264,517.68595,12.1,66.14,60127.2727,8586.02,14.279743,51541.2527
2408,Wolfwil,SO,2026,2307,335.319767,6.88,27.19,24718.1818,4615.89,18.674068,20102.2918
2421,Aedermannsdorf,SO,2026,579,44.814241,12.92,8.61,7827.2727,603.73,7.713159,7223.5427
2422,Balsthal,SO,2026,6239,397.135582,15.71,48.97,44518.1818,6703.93,15.058858,37814.2518
2424,Herbetswil,SO,2026,565,34.662577,16.3,6.54,5945.4545,867.75,14.595183,5077.7045
2425,Holderbank (SO),SO,2026,692,89.290323,7.75,7.49,6809.0909,688.91,10.117503,6120.1809
2426,Laupersdorf,SO,2026,1808,116.645161,15.5,18.54,16854.5455,2187.49,12.978635,14667.0555
2427,Matzendorf,SO,2026,1340,118.899734,11.27,17.7,16090.9091,1110.64,6.902282,14980.2691
2428,Mümliswil-Ramiswil,SO,2026,2404,67.756483,35.48,26.04,23672.7273,6.6,0.02788,23666.1273
2430,Welschenrohr-Gänsbrunnen,SO,2026,1158,47.3426,24.46,13.56,12327.2727,0.0,0.0,12327.2727
2445,Biezwil,SO,2026,327,78.795181,4.15,5.3,4818.1818,1132.77,23.510321,3685.4118
